actor,count,movies_with_actor,my_rating,avg_rating,diff_rating
JamieBell,2,"['Jane Eyre', 'Snowpiercer']",3.25,3.67,-0.42
SallyHawkins,4,"['Jane Eyre', 'The Shape of Water', 'Paddington', 'Paddington 2']",3.50,3.81,-0.31
SimonMcBurney,2,"['Jane Eyre', 'Nosferatu']",3.75,3.66,0.09
ValentinaCervi,1,['Jane Eyre'],3.50,3.66,-0.16
JudiDench,2,"['Jane Eyre', 'Pride & Prejudice']",3.25,3.90,-0.65
SuElliot,1,['Jane Eyre'],3.50,3.66,-0.16
HollidayGrainger,2,"['Jane Eyre', 'Mickey 17']",3.50,3.61,-0.11
TamzinMerchant,1,['Jane Eyre'],3.50,3.66,-0.16
AmeliaClarkson,1,['Jane Eyre'],3.50,3.66,-0.16
CraigRoberts,1,['Jane Eyre'],3.50,3.66,-0.16
LizzieHopley,1,['Jane Eyre'],3.50,3.66,-0.16
JayneWisener,1,['Jane Eyre'],3.50,3.66,-0.16
FreyaWilson,1,['Jane Eyre'],3.50,3.66,-0.16
EmilyHaigh,1,['Jane Eyre'],3.50,3.66,-0.16
SandyMcDade,1,['Jane Eyre'],3.50,3.66,-0.16
FreyaParks,1,['Jane Eyre'],3.50,3.66,-0.16
EdwinaElek,1,['Jane Eyre'],3.50,3.66,-0.16
EwartJamesWalters,1,['Jane Eyre'],3.50,3.66,-0.16
"""EdONeill""",1,['Finding Dory'],3.50,3.27,0.23
HaydenRolence,1,['Finding Dory'],3.50,3.27,0.23
DianeKeaton,3,"['Finding Dory', 'The Godfather', 'The Godfather Part II']",4.00,4.12,-0.12
EugeneLevy,1,['Finding Dory'],3.50,3.27,0.23
TyBurrell,1,['Finding Dory'],3.50,3.27,0.23
KaitlinOlson,1,['Finding Dory'],3.50,3.27,0.23
DominicWest,2,"['Finding Dory', 'Pride']",3.25,3.71,-0.46
KateMcKinnon,3,"['Finding Dory', 'Ghostbusters', 'Barbie']",3.00,3.10,-0.10
TorbinXanBullock,1,['Finding Dory'],3.50,3.27,0.23
BennettDammann,1,['Finding Dory'],3.50,3.27,0.23
KatherineRinggold,1,['Finding Dory'],3.50,3.27,0.23
AngusMacLane,1,['Finding Dory'],3.50,3.27,0.23
MaggieGyllenhaal,2,"['Frank', 'Secretary']",3.50,3.58,-0.08
FrançoisCivil,1,['Frank'],4.00,3.60,0.40
CarlaAzar,1,['Frank'],4.00,3.60,0.40
TessHarper,2,"['Frank', 'No Country for Old Men']",4.25,3.96,0.29
BruceMcIntosh,1,['Frank'],4.00,3.60,0.40
HayleyDerryberry,1,['Frank'],4.00,3.60,0.40
LaurenPoole,1,['Frank'],4.00,3.60,0.40
MoiraBrooker,1,['Frank'],4.00,3.60,0.40
PaulButterworth,1,['Frank'],4.00,3.60,0.40
PhilKingston,1,['Frank'],4.00,3.60,0.40
BillieTraynor,1,['Frank'],4.00,3.60,0.40
"""ShaneOBrien""",1,['Frank'],4.00,3.60,0.40
ChrisMcHallem,1,['Frank'],4.00,3.60,0.40
MichaelJamesFord,1,['Frank'],4.00,3.60,0.40
MarkHuberman,1,['Frank'],4.00,3.60,0.40
RosalindAdler,1,['Frank'],4.00,3.60,0.40
NiallGlennon,1,['Frank'],4.00,3.60,0.40
LeslieJones,1,['Ghostbusters'],2.00,2.33,-0.33
NeilCasey,1,['Ghostbusters'],2.00,2.33,-0.33
ZachWoods,2,"['Ghostbusters', 'The Post']",3.00,2.91,0.09
EdBegleyJr.,2,"['Ghostbusters', 'This Is Spinal Tap']",2.50,3.12,-0.62
JohnMilhiser,1,['Ghostbusters'],2.00,2.33,-0.33
BenHarris,2,"['Ghostbusters', 'Booksmart']",2.75,3.02,-0.27
BessRous,1,['Ghostbusters'],2.00,2.33,-0.33
SteveHiggins,1,['Ghostbusters'],2.00,2.33,-0.33
DaveAllen,1,['Ghostbusters'],2.00,2.33,-0.33
NateCorddry,2,"['Ghostbusters', '6 Souls']",2.50,2.49,0.01
DanielRamis,1,['Ghostbusters'],2.00,2.33,-0.33
"""OSheaJacksonJr.""",1,['Straight Outta Compton'],3.50,3.81,-0.31
CoreyHawkins,2,"['Straight Outta Compton', 'BlacKkKlansman']",3.25,3.88,-0.62
JasonMitchell,2,"['Straight Outta Compton', 'Mudbound']",3.25,3.79,-0.54
NeilBrownJr.,1,['Straight Outta Compton'],3.50,3.81,-0.31
AldisHodge,3,"['Straight Outta Compton', 'Hidden Figures', 'Die Hard With a Vengeance']",3.17,3.81,-0.65
R.MarcosTaylor,1,['Straight Outta Compton'],3.50,3.81,-0.31
LaKeithStanfield,5,"['Straight Outta Compton', 'Snowden', 'Get Out', 'Uncut Gems', 'Knives Out']",3.60,3.83,-0.23
CarraPatterson,1,['Straight Outta Compton'],3.50,3.81,-0.31
ElenaGoode,1,['Straight Outta Compton'],3.50,3.81,-0.31
AlexandraShipp,2,"['Straight Outta Compton', 'Barbie']",3.50,3.75,-0.25
TateEllington,1,['Straight Outta Compton'],3.50,3.81,-0.31
CoreyReynolds,1,['Straight Outta Compton'],3.50,3.81,-0.31
KeithPowers,1,['Straight Outta Compton'],3.50,3.81,-0.31
OrlandoBrown,1,['Straight Outta Compton'],3.50,3.81,-0.31
MarlonYatesJr.,1,['Straight Outta Compton'],3.50,3.81,-0.31
JoshuaBrockington,1,['Straight Outta Compton'],3.50,3.81,-0.31
SheldonA.Smith,1,['Straight Outta Compton'],3.50,3.81,-0.31
CleavonMcClendon,1,['Straight Outta Compton'],3.50,3.81,-0.31
AeriélMiranda,1,['Straight Outta Compton'],3.50,3.81,-0.31
OliviaWilde,3,"['Rush', 'Her', 'Babylon']",3.50,3.90,-0.40
AlexandraMariaLara,1,['Rush'],4.00,3.86,0.14
PierfrancescoFavino,1,['Rush'],4.00,3.86,0.14
DavidCalder,1,['Rush'],4.00,3.86,0.14
StephenMangan,1,['Rush'],4.00,3.86,0.14
ChristianMcKay,1,['Rush'],4.00,3.86,0.14
AlistairPetrie,2,"['Rush', 'Rogue One: A Star Wars Story']",3.75,3.83,-0.08
ColinStinton,3,"['Rush', 'The Bourne Ultimatum', 'Closer']",3.17,3.66,-0.49
JulianRhind-Tutt,3,"['Rush', 'Lucy', 'Notting Hill']",2.33,3.46,-1.13
JamiedeCourcey,1,['Rush'],4.00,3.86,0.14
"""AugustoDallAra""",1,['Rush'],4.00,3.86,0.14
IlarioCalvo,1,['Rush'],4.00,3.86,0.14
PatrickBaladi,1,['Rush'],4.00,3.86,0.14
VincentRiotta,1,['Rush'],4.00,3.86,0.14
MartinSavage,1,['Rush'],4.00,3.86,0.14
JamieSives,1,['Rush'],4.00,3.86,0.14
SimonTaylor,1,['Rush'],4.00,3.86,0.14
ZacEfron,2,"['Neighbors 2: Sorority Rising', 'The Beach Bum']",3.00,2.91,0.09
ChloëGraceMoretz,1,['Neighbors 2: Sorority Rising'],2.50,2.50,0.00
IkeBarinholtz,3,"['Neighbors 2: Sorority Rising', 'Disaster Movie', 'The Unbearable Weight of Massive Talent']",2.17,2.37,-0.21
LisaKudrow,2,"['Neighbors 2: Sorority Rising', 'Booksmart']",3.00,3.10,-0.10
SelenaGomez,2,"['Neighbors 2: Sorority Rising', 'Spring Breakers']",3.25,2.65,0.60
JerrodCarmichael,2,"['Neighbors 2: Sorority Rising', 'Poor Things']",3.25,3.21,0.04
CarlaGallo,1,['Neighbors 2: Sorority Rising'],2.50,2.50,0.00
KierseyClemons,1,['Neighbors 2: Sorority Rising'],2.50,2.50,0.00
BeanieFeldstein,3,"['Neighbors 2: Sorority Rising', 'Lady Bird', 'Booksmart']",3.00,3.34,-0.34
HannibalBuress,3,"['Neighbors 2: Sorority Rising', 'Spider-Man: Homecoming', 'Spider-Man: No Way Home']",2.67,3.27,-0.60
EliseVargas,1,['Neighbors 2: Sorority Rising'],2.50,2.50,0.00
ZoeyVargas,1,['Neighbors 2: Sorority Rising'],2.50,2.50,0.00
ClaraMamet,1,['Neighbors 2: Sorority Rising'],2.50,2.50,0.00
Awkwafina,3,"['Neighbors 2: Sorority Rising', 'Crazy Rich Asians', 'Raya and the Last Dragon']",3.17,3.08,0.09
JohnEarly,1,['Neighbors 2: Sorority Rising'],2.50,2.50,0.00
RoyScheider,2,"['Jaws', 'All That Jazz']",3.75,4.13,-0.38
RobertShaw,1,['Jaws'],4.50,3.92,0.58
RichardDreyfuss,3,"['Jaws', 'The Graduate', 'Stand by Me']",3.67,4.07,-0.40
LorraineGary,1,['Jaws'],4.50,3.92,0.58
MurrayHamilton,2,"['Jaws', 'The Graduate']",4.25,4.01,0.24
CarlGottlieb,1,['Jaws'],4.50,3.92,0.58
JeffreyKramer,1,['Jaws'],4.50,3.92,0.58
SusanBacklinie,1,['Jaws'],4.50,3.92,0.58
JonathanFilley,1,['Jaws'],4.50,3.92,0.58
TedGrossman,1,['Jaws'],4.50,3.92,0.58
ChrisRebello,1,['Jaws'],4.50,3.92,0.58
JayMello,1,['Jaws'],4.50,3.92,0.58
LeeFierro,1,['Jaws'],4.50,3.92,0.58
JeffreyVoorhees,1,['Jaws'],4.50,3.92,0.58
CraigKingsbury,1,['Jaws'],4.50,3.92,0.58
PhilMurray,1,['Jaws'],4.50,3.92,0.58
RobertNevin,1,['Jaws'],4.50,3.92,0.58
PeterBenchley,1,['Jaws'],4.50,3.92,0.58
FritziJaneCourtney,1,['Jaws'],4.50,3.92,0.58
DavidEngelbach,1,['Jaws'],4.50,3.92,0.58
JesseEisenberg,2,"['Now You See Me 2', 'The Social Network']",3.50,3.51,-0.01
DanielRadcliffe,2,"['Now You See Me 2', 'Swiss Army Man']",2.25,3.38,-1.13
JayChou,1,['Now You See Me 2'],2.00,3.09,-1.09
SanaaLathan,1,['Now You See Me 2'],2.00,3.09,-1.09
HenryLloyd-Hughes,1,['Now You See Me 2'],2.00,3.09,-1.09
BenLamb,1,['Now You See Me 2'],2.00,3.09,-1.09
RichardLaing,1,['Now You See Me 2'],2.00,3.09,-1.09
BrickPatrick,1,['Now You See Me 2'],2.00,3.09,-1.09
ZachGerard,1,['Now You See Me 2'],2.00,3.09,-1.09
JamesRichardMarshall,1,['Now You See Me 2'],2.00,3.09,-1.09
JimPirri,2,"['Now You See Me 2', 'Luca']",2.50,3.38,-0.88
ChristopherLogan,1,['Now You See Me 2'],2.00,3.09,-1.09
JulietteLewis,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
ErnestLiu,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
DannyTrejo,3,"['From Dusk Till Dawn', 'Bad Ass', 'Machete']",2.33,3.05,-0.72
TomSavini,2,"['From Dusk Till Dawn', 'Machete']",2.50,3.30,-0.80
FredWilliamson,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
BrendaHillhouse,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
JohnSaxon,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
MarcLawrence,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
KellyPreston,3,"['From Dusk Till Dawn', 'Christine', 'Jerry Maguire']",2.83,3.54,-0.71
JohnHawkes,2,"['From Dusk Till Dawn', 'Three Billboards Outside Ebbing, Missouri']",2.50,3.78,-1.28
TitoLarriva,2,"['From Dusk Till Dawn', 'Machete']",2.50,3.30,-0.80
PeterAtanasoff,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
JohnnyVatosHernandez,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
AimeeGraham,1,['From Dusk Till Dawn'],2.00,3.51,-1.51
FrankaPotente,2,"['The Bourne Identity', 'The Bourne Supremacy']",3.00,3.68,-0.68
BrianCox,4,"['The Bourne Identity', 'The Bourne Supremacy', 'Zodiac', '25th Hour']",3.00,3.81,-0.81
AdewaleAkinnuoye-Agbaje,1,['The Bourne Identity'],3.00,3.74,-0.74
GabrielMann,2,"['The Bourne Identity', 'The Bourne Supremacy']",3.00,3.68,-0.68
JuliaStiles,4,"['The Bourne Identity', 'The Bourne Supremacy', 'The Bourne Ultimatum', 'Jason Bourne']",3.12,3.52,-0.39
JoshHamilton,5,"['The Bourne Identity', 'Manchester by the Sea', 'The Meyerowitz Stories (New and Selected)', 'Frances Ha', 'Eighth Grade']",3.70,3.88,-0.18
OrsoMariaGuerrini,1,['The Bourne Identity'],3.00,3.74,-0.74
TimDutton,1,['The Bourne Identity'],3.00,3.74,-0.74
DenisBraccini,1,['The Bourne Identity'],3.00,3.74,-0.74
NickyNaudé,1,['The Bourne Identity'],3.00,3.74,-0.74
DavidSelburg,1,['The Bourne Identity'],3.00,3.74,-0.74
DemetriGoritsas,1,['The Bourne Identity'],3.00,3.74,-0.74
RussellLevy,1,['The Bourne Identity'],3.00,3.74,-0.74
AnthonyGreen,1,['The Bourne Identity'],3.00,3.74,-0.74
HubertSaint-Macary,1,['The Bourne Identity'],3.00,3.74,-0.74
DavidBamber,2,"['The Bourne Identity', 'Valkyrie']",3.25,3.54,-0.29
KarlUrban,4,"['The Bourne Supremacy', 'Thor: Ragnarok', 'The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King']",3.38,4.08,-0.70
JoanAllen,3,"['The Bourne Supremacy', 'The Bourne Ultimatum', 'Room']",3.50,3.77,-0.27
MartonCsokas,2,"['The Bourne Supremacy', 'The Lord of the Rings: The Fellowship of the Ring']",3.75,4.00,-0.25
TomGallop,2,"['The Bourne Supremacy', 'The Bourne Ultimatum']",3.50,3.67,-0.17
JohnBedfordLloyd,2,"['The Bourne Supremacy', 'The Abyss']",3.25,3.67,-0.42
EthanSandler,1,['The Bourne Supremacy'],3.00,3.62,-0.62
MichelleMonaghan,3,"['The Bourne Supremacy', 'Patriots Day', 'Kiss Kiss Bang Bang']",2.50,3.62,-1.12
KarelRoden,2,"['The Bourne Supremacy', 'Hellboy']",2.75,3.53,-0.78
TomasArana,2,"['The Bourne Supremacy', 'Gladiator']",3.75,3.90,-0.15
OksanaAkinshina,1,['The Bourne Supremacy'],3.00,3.62,-0.62
YevgeniSitokhin,1,['The Bourne Supremacy'],3.00,3.62,-0.62
MarinaWeis,1,['The Bourne Supremacy'],3.00,3.62,-0.62
SeanSmith,1,['The Bourne Supremacy'],3.00,3.62,-0.62
MaximKovalevski,1,['The Bourne Supremacy'],3.00,3.62,-0.62
NicholasHoult,4,"['A Single Man', 'The Menu', 'Nosferatu', 'Juror #2']",3.88,3.62,0.26
JonKortajarena,1,['A Single Man'],4.50,3.90,0.60
PauletteLamori,1,['A Single Man'],4.50,3.90,0.60
RyanSimpkins,1,['A Single Man'],4.50,3.90,0.60
GinniferGoodwin,1,['A Single Man'],4.50,3.90,0.60
TeddySears,1,['A Single Man'],4.50,3.90,0.60
PaulButler,1,['A Single Man'],4.50,3.90,0.60
AaronSanders,1,['A Single Man'],4.50,3.90,0.60
AlineWeber,1,['A Single Man'],4.50,3.90,0.60
KeriLynnPratt,1,['A Single Man'],4.50,3.90,0.60
JennaGavigan,1,['A Single Man'],4.50,3.90,0.60
AliciaCarr,1,['A Single Man'],4.50,3.90,0.60
AdamShapiro,1,['A Single Man'],4.50,3.90,0.60
MarleneMartinez,1,['A Single Man'],4.50,3.90,0.60
RidgeCanipe,1,['A Single Man'],4.50,3.90,0.60
ElisabethHarnois,1,['A Single Man'],4.50,3.90,0.60
RobertDeNiro,11,"['Raging Bull', 'Taxi Driver', 'The Deer Hunter', 'Mean Streets', 'Brazil', 'Joker', 'The Irishman', 'Machete', 'Killers of the Flower Moon', 'The Godfather Part II', 'The King of Comedy']",3.50,4.00,-0.50
CathyMoriarty,2,"['Raging Bull', ""But I'm a Cheerleader""]",3.50,4.11,-0.61
JoePesci,4,"['Raging Bull', 'The Irishman', 'Home Alone', 'My Cousin Vinny']",3.62,3.98,-0.35
FrankVincent,2,"['Raging Bull', 'Jungle Fever']",3.50,3.85,-0.35
NicholasColasanto,1,['Raging Bull'],4.00,4.21,-0.21
TheresaSaldana,1,['Raging Bull'],4.00,4.21,-0.21
MarioGallo,2,"['Raging Bull', 'A Woman Under the Influence']",4.25,4.30,-0.05
FrankAdonis,1,['Raging Bull'],4.00,4.21,-0.21
JosephBono,1,['Raging Bull'],4.00,4.21,-0.21
FrankTopham,1,['Raging Bull'],4.00,4.21,-0.21
LoriAnneFlax,1,['Raging Bull'],4.00,4.21,-0.21
CharlesScorsese,1,['Raging Bull'],4.00,4.21,-0.21
DonDunphy,1,['Raging Bull'],4.00,4.21,-0.21
BillHanrahan,1,['Raging Bull'],4.00,4.21,-0.21
RitaBennett,1,['Raging Bull'],4.00,4.21,-0.21
JamesV.Christy,1,['Raging Bull'],4.00,4.21,-0.21
BernieAllen,2,"['Raging Bull', 'The Producers']",3.50,4.00,-0.50
FloydAnderson,1,['Raging Bull'],4.00,4.21,-0.21
GeneLeBell,1,['Raging Bull'],4.00,4.21,-0.21
HaroldValan,1,['Raging Bull'],4.00,4.21,-0.21
DavidStrathairn,3,"['The Bourne Ultimatum', 'Nomadland', 'L.A. Confidential']",3.67,3.88,-0.21
PaddyConsidine,5,"['The Bourne Ultimatum', 'Hot Fuzz', ""The World's End"", 'The Death of Stalin', 'Pride']",3.50,3.88,-0.38
EdgarRamírez,3,"['The Bourne Ultimatum', 'Gold', 'Zero Dark Thirty']",2.83,3.52,-0.68
AlbertFinney,2,"['The Bourne Ultimatum', 'Erin Brockovich']",3.25,3.81,-0.56
JoeyAnsah,2,"['The Bourne Ultimatum', 'The Running Man']",3.75,3.43,0.32
DanFredenburgh,1,['The Bourne Ultimatum'],4.00,3.73,0.27
LucyLiemann,1,['The Bourne Ultimatum'],4.00,3.73,0.27
BryanReents,1,['The Bourne Ultimatum'],4.00,3.73,0.27
ArkieReece,1,['The Bourne Ultimatum'],4.00,3.73,0.27
JohnRoberson,1,['The Bourne Ultimatum'],4.00,3.73,0.27
RussHuards,1,['The Bourne Ultimatum'],4.00,3.73,0.27
MarkBazeley,1,['The Bourne Ultimatum'],4.00,3.73,0.27
TommyLeeJones,3,"['Jason Bourne', 'No Country for Old Men', 'Ad Astra']",3.33,3.55,-0.21
BillCamp,5,"['Jason Bourne', '12 Years a Slave', 'Gold', 'Joker', 'Vice']",2.80,3.52,-0.72
VinzenzKiefer,1,['Jason Bourne'],2.50,2.97,-0.47
BenStylianou,1,['Jason Bourne'],2.50,2.97,-0.47
KayaYuzuki,1,['Jason Bourne'],2.50,2.97,-0.47
"""MatthewONeill""",1,['Jason Bourne'],2.50,2.97,-0.47
LizziePhillips,1,['Jason Bourne'],2.50,2.97,-0.47
ParisStangl,1,['Jason Bourne'],2.50,2.97,-0.47
MattBlair,1,['Jason Bourne'],2.50,2.97,-0.47
AmyDeBhrún,1,['Jason Bourne'],2.50,2.97,-0.47
AkieKotabe,1,['Jason Bourne'],2.50,2.97,-0.47
RobinCrouch,1,['Jason Bourne'],2.50,2.97,-0.47
MilesTeller,2,"['War Dogs', 'Whiplash']",2.75,3.96,-1.21
AnadeArmas,3,"['War Dogs', 'Knives Out', 'Blade Runner 2049']",3.00,3.85,-0.85
KevinPollak,1,['War Dogs'],1.50,3.49,-1.99
PatrickSt.Esprit,1,['War Dogs'],1.50,3.49,-1.99
JBBlanc,1,['War Dogs'],1.50,3.49,-1.99
GabrielSpahiu,1,['War Dogs'],1.50,3.49,-1.99
JulianSergi,1,['War Dogs'],1.50,3.49,-1.99
AndreiFinti,1,['War Dogs'],1.50,3.49,-1.99
JeremyTardy,1,['War Dogs'],1.50,3.49,-1.99
BarryLivingston,1,['War Dogs'],1.50,3.49,-1.99
JeffPierre,1,['War Dogs'],1.50,3.49,-1.99
SaidFaraj,1,['War Dogs'],1.50,3.49,-1.99
AshleyRaeSpillers,1,['War Dogs'],1.50,3.49,-1.99
MehdiMerali,1,['War Dogs'],1.50,3.49,-1.99
AaronLustig,1,['War Dogs'],1.50,3.49,-1.99
AshliHaynes,1,['War Dogs'],1.50,3.49,-1.99
MaxDaniels,1,['War Dogs'],1.50,3.49,-1.99
AlexandreRodrigues,1,['City of God'],4.50,4.56,-0.06
LeandroFirmino,1,['City of God'],4.50,4.56,-0.06
PhellipeHaagensen,1,['City of God'],4.50,4.56,-0.06
DouglasSilva,1,['City of God'],4.50,4.56,-0.06
JonathanHaagensen,1,['City of God'],4.50,4.56,-0.06
MatheusNachtergaele,1,['City of God'],4.50,4.56,-0.06
SeuJorge,1,['City of God'],4.50,4.56,-0.06
JefechanderSuplino,1,['City of God'],4.50,4.56,-0.06
AliceBraga,1,['City of God'],4.50,4.56,-0.06
EmersonGomes,1,['City of God'],4.50,4.56,-0.06
EdsonOliveira,1,['City of God'],4.50,4.56,-0.06
MichelGomes,1,['City of God'],4.50,4.56,-0.06
RobertaRodrigues,1,['City of God'],4.50,4.56,-0.06
LuisOtávio,1,['City of God'],4.50,4.56,-0.06
KikoMarques,1,['City of God'],4.50,4.56,-0.06
GustavoEngracia,1,['City of God'],4.50,4.56,-0.06
DarlanCunha,1,['City of God'],4.50,4.56,-0.06
RobsonRocha,1,['City of God'],4.50,4.56,-0.06
ThiagoMartins,1,['City of God'],4.50,4.56,-0.06
LeandraMiranda,1,['City of God'],4.50,4.56,-0.06
CharlizeTheron,5,"['Monster', 'Prometheus', 'Atomic Blonde', 'The Road', 'Tully']",3.10,3.50,-0.40
ChristinaRicci,1,['Monster'],3.00,3.66,-0.66
LeeTergesen,1,['Monster'],3.00,3.66,-0.66
AnnieCorley,1,['Monster'],3.00,3.66,-0.66
PruittTaylorVince,3,"['Monster', 'Bird Box', 'Wild at Heart']",3.17,3.50,-0.34
MarcoSt.John,1,['Monster'],3.00,3.66,-0.66
MarcMacaulay,1,['Monster'],3.00,3.66,-0.66
ScottWilson,2,"['Monster', 'The Host']",3.50,3.71,-0.21
RusBlackwell,1,['Monster'],3.00,3.66,-0.66
TimWare,1,['Monster'],3.00,3.66,-0.66
StephanJones,1,['Monster'],3.00,3.66,-0.66
BrettRice,1,['Monster'],3.00,3.66,-0.66
KaitlinRiley,1,['Monster'],3.00,3.66,-0.66
CreeIvey,1,['Monster'],3.00,3.66,-0.66
CatherineMangan,1,['Monster'],3.00,3.66,-0.66
MagdalenaManville,1,['Monster'],3.00,3.66,-0.66
T.RobertPigott,1,['Monster'],3.00,3.66,-0.66
RomondaShaver,1,['Monster'],3.00,3.66,-0.66
GlennR.Wilder,1,['Monster'],3.00,3.66,-0.66
CybillShepherd,1,['Taxi Driver'],5.00,4.11,0.89
PeterBoyle,2,"['Taxi Driver', 'Outland']",4.25,3.76,0.49
LeonardHarris,1,['Taxi Driver'],5.00,4.11,0.89
DiahnneAbbott,2,"['Taxi Driver', 'The King of Comedy']",4.50,4.17,0.33
FrankAdu,1,['Taxi Driver'],5.00,4.11,0.89
VictorArgo,2,"['Taxi Driver', 'Mean Streets']",3.75,3.92,-0.17
GinoArdito,1,['Taxi Driver'],5.00,4.11,0.89
GarthAvery,1,['Taxi Driver'],5.00,4.11,0.89
HarryCohn,1,['Taxi Driver'],5.00,4.11,0.89
CooperCunningham,1,['Taxi Driver'],5.00,4.11,0.89
BrendaDickson,1,['Taxi Driver'],5.00,4.11,0.89
HarryFischler,1,['Taxi Driver'],5.00,4.11,0.89
NatGrant,1,['Taxi Driver'],5.00,4.11,0.89
RichardHiggs,1,['Taxi Driver'],5.00,4.11,0.89
BeauKayser,1,['Taxi Driver'],5.00,4.11,0.89
VictorMagnotta,1,['Taxi Driver'],5.00,4.11,0.89
LindaBlair,1,['The Exorcist'],4.00,3.95,0.05
JasonMiller,1,['The Exorcist'],4.00,3.95,0.05
"""WilliamOMalley""",1,['The Exorcist'],4.00,3.95,0.05
KittyWinn,1,['The Exorcist'],4.00,3.95,0.05
BartonHeyman,1,['The Exorcist'],4.00,3.95,0.05
PeterMasterson,1,['The Exorcist'],4.00,3.95,0.05
JackMacGowran,1,['The Exorcist'],4.00,3.95,0.05
RudolfSchündler,2,"['The Exorcist', 'Suspiria']",3.75,3.94,-0.19
GinaPetrushka,1,['The Exorcist'],4.00,3.95,0.05
RobertSymonds,1,['The Exorcist'],4.00,3.95,0.05
ArthurStorch,1,['The Exorcist'],4.00,3.95,0.05
ThomasBermingham,1,['The Exorcist'],4.00,3.95,0.05
VasilikiMaliaros,1,['The Exorcist'],4.00,3.95,0.05
TitosVandis,1,['The Exorcist'],4.00,3.95,0.05
JohnMahon,2,"['The Exorcist', 'L.A. Confidential']",3.75,4.02,-0.27
WallaceRooney,1,['The Exorcist'],4.00,3.95,0.05
RonFaber,1,['The Exorcist'],4.00,3.95,0.05
AndieMacDowell,1,['Groundhog Day'],4.00,3.81,0.19
ChrisElliott,2,"['Groundhog Day', 'The Abyss']",3.75,3.77,-0.02
BrianDoyle-Murray,1,['Groundhog Day'],4.00,3.81,0.19
MaritaGeraghty,1,['Groundhog Day'],4.00,3.81,0.19
AngelaPaton,1,['Groundhog Day'],4.00,3.81,0.19
RickDucommun,1,['Groundhog Day'],4.00,3.81,0.19
RickOverton,1,['Groundhog Day'],4.00,3.81,0.19
RobinDuke,1,['Groundhog Day'],4.00,3.81,0.19
CarolBivins,1,['Groundhog Day'],4.00,3.81,0.19
WillieGarson,2,"['Groundhog Day', 'Being John Malkovich']",3.50,3.94,-0.44
KenHudsonCampbell,1,['Groundhog Day'],4.00,3.81,0.19
LesPodewell,1,['Groundhog Day'],4.00,3.81,0.19
RodSell,1,['Groundhog Day'],4.00,3.81,0.19
TomMilanovich,1,['Groundhog Day'],4.00,3.81,0.19
JohnM.WatsonSr.,1,['Groundhog Day'],4.00,3.81,0.19
PeggyRoeder,1,['Groundhog Day'],4.00,3.81,0.19
HaroldRamis,1,['Groundhog Day'],4.00,3.81,0.19
DavidPasquesi,1,['Groundhog Day'],4.00,3.81,0.19
JeffBridges,4,"['Hell or High Water', 'The Big Lebowski', 'Kingsman: The Golden Circle', 'Iron Man']",3.25,3.76,-0.51
GilBirmingham,2,"['Hell or High Water', 'Wind River']",3.50,3.88,-0.38
MarinIreland,2,"['Hell or High Water', 'The Irishman']",3.75,3.92,-0.17
WilliamSterchi,1,['Hell or High Water'],4.00,3.93,0.07
KristenBerg,1,['Hell or High Water'],4.00,3.93,0.07
KatyMixon,1,['Hell or High Water'],4.00,3.93,0.07
BuckTaylor,1,['Hell or High Water'],4.00,3.93,0.07
KeithMeriweather,1,['Hell or High Water'],4.00,3.93,0.07
AmberMidthunder,1,['Hell or High Water'],4.00,3.93,0.07
JackamoeBuzzell,2,"['Hell or High Water', 'Gold']",3.00,3.53,-0.53
JoeBerryman,1,['Hell or High Water'],4.00,3.93,0.07
TaylorSheridan,1,['Hell or High Water'],4.00,3.93,0.07
HowardFergusonJr.,1,['Hell or High Water'],4.00,3.93,0.07
DebriannaMansini,1,['Hell or High Water'],4.00,3.93,0.07
PaulHowardSmith,1,['Hell or High Water'],4.00,3.93,0.07
NathanielAugustson,1,['Hell or High Water'],4.00,3.93,0.07
RachelWeisz,3,"['The Light Between Oceans', 'The Lobster', 'The Mummy']",2.50,3.59,-1.09
BryanBrown,1,['The Light Between Oceans'],2.50,3.42,-0.92
CarenPistorius,1,['The Light Between Oceans'],2.50,3.42,-0.92
FlorenceClery,1,['The Light Between Oceans'],2.50,3.42,-0.92
AnthonyHayes,1,['The Light Between Oceans'],2.50,3.42,-0.92
EmilyBarclay,1,['The Light Between Oceans'],2.50,3.42,-0.92
LeonFord,1,['The Light Between Oceans'],2.50,3.42,-0.92
BenedictHardie,1,['The Light Between Oceans'],2.50,3.42,-0.92
GeorgieJeanGascoigne,1,['The Light Between Oceans'],2.50,3.42,-0.92
ScottWills,1,['The Light Between Oceans'],2.50,3.42,-0.92
JaneMenelaus,1,['The Light Between Oceans'],2.50,3.42,-0.92
GarryMcDonald,1,['The Light Between Oceans'],2.50,3.42,-0.92
StephenUre,1,['The Light Between Oceans'],2.50,3.42,-0.92
