actor,count,movies_with_actor,my_rating,avg_rating,diff_rating
PeterMcCauley,1,['The Light Between Oceans'],2.50,3.42,-0.92
JonathanWagstaff,1,['The Light Between Oceans'],2.50,3.42,-0.92
GeraldBryan,1,['The Light Between Oceans'],2.50,3.42,-0.92
ElizabethHawthorne,1,['The Light Between Oceans'],2.50,3.42,-0.92
LeopoldWitte,1,['Waterboys'],3.00,3.37,-0.37
TimLinde,1,['Waterboys'],3.00,3.37,-0.37
HelenBelbin,1,['Waterboys'],3.00,3.37,-0.37
JulieMcLellan,1,['Waterboys'],3.00,3.37,-0.37
MilesJupp,1,['Waterboys'],3.00,3.37,-0.37
TomMannion,1,['Waterboys'],3.00,3.37,-0.37
ShaileneWoodley,2,"['Snowden', 'Dumb Money']",2.50,3.27,-0.77
MelissaLeo,3,"['Snowden', 'Prisoners', 'The Big Short']",3.17,3.82,-0.65
ZacharyQuinto,1,['Snowden'],2.00,3.28,-1.28
ScottEastwood,1,['Snowden'],2.00,3.28,-1.28
TimothyOlyphant,3,"['Snowden', 'Live Free or Die Hard', 'Once Upon a Time... in Hollywood']",2.33,3.33,-1.00
RhysIfans,2,"['Snowden', 'Notting Hill']",1.75,3.48,-1.73
NicolasCage,6,"['Snowden', 'Wild at Heart', 'The Unbearable Weight of Massive Talent', 'Spider-Man: Into the Spider-Verse', 'Adaptation.', 'The Rock']",3.42,3.78,-0.37
JoelyRichardson,2,"['Snowden', 'Event Horizon']",2.50,3.30,-0.80
JaymesButler,1,['Snowden'],2.00,3.28,-1.28
RobertFirth,1,['Snowden'],2.00,3.28,-1.28
BenChaplin,3,"['Snowden', 'The Remains of the Day', 'The Thin Red Line']",3.00,3.78,-0.78
BhaskerPatel,1,['Snowden'],2.00,3.28,-1.28
EdwardSnowden,2,"['Snowden', 'Citizenfour']",3.00,3.63,-0.63
ChristyMeyer,1,['Snowden'],2.00,3.28,-1.28
GregorySchwabe,1,['Snowden'],2.00,3.28,-1.28
PatrickJosephByrnes,1,['Snowden'],2.00,3.28,-1.28
FelicityJones,4,"['Inferno', 'Rogue One: A Star Wars Story', 'The Midnight Sky', 'The Brutalist']",2.62,3.22,-0.60
OmarSy,2,"['Inferno', 'Two Is a Family']",1.50,3.11,-1.61
SidseBabettKnudsen,1,['Inferno'],1.50,2.69,-1.19
AnaUlaru,1,['Inferno'],1.50,2.69,-1.19
IdaDarvish,1,['Inferno'],1.50,2.69,-1.19
PaoloAntonioSimioni,1,['Inferno'],1.50,2.69,-1.19
AlessandroGrimaldi,1,['Inferno'],1.50,2.69,-1.19
RobinMugnaini,1,['Inferno'],1.50,2.69,-1.19
PaulRitter,3,"['Inferno', 'Their Finest', 'Chernobyl']",2.83,3.54,-0.70
VincenzoTanassi,1,['Inferno'],1.50,2.69,-1.19
AlessandroFabrizi,1,['Inferno'],1.50,2.69,-1.19
SimoneMariani,1,['Inferno'],1.50,2.69,-1.19
GáborUrmai,1,['Inferno'],1.50,2.69,-1.19
JonDonahue,1,['Inferno'],1.50,2.69,-1.19
FortunatoCerlino,1,['Inferno'],1.50,2.69,-1.19
AttilaÁrpa,2,"['Inferno', 'Atomic Blonde']",2.00,2.99,-0.99
VictorSjöström,1,['Wild Strawberries'],4.00,4.33,-0.33
BibiAndersson,2,"['Wild Strawberries', 'Persona']",4.25,4.36,-0.11
IngridThulin,2,"['Wild Strawberries', 'Cries and Whispers']",3.75,4.27,-0.52
GunnarBjörnstrand,2,"['Wild Strawberries', 'Persona']",4.25,4.36,-0.11
JullanKindahl,1,['Wild Strawberries'],4.00,4.33,-0.33
FolkeSundquist,1,['Wild Strawberries'],4.00,4.33,-0.33
BjörnBjelfvenstam,1,['Wild Strawberries'],4.00,4.33,-0.33
NaimaWifstrand,1,['Wild Strawberries'],4.00,4.33,-0.33
GunnelBroström,1,['Wild Strawberries'],4.00,4.33,-0.33
GertrudFridh,1,['Wild Strawberries'],4.00,4.33,-0.33
SifRuud,1,['Wild Strawberries'],4.00,4.33,-0.33
GunnarSjöberg,1,['Wild Strawberries'],4.00,4.33,-0.33
ÅkeFridell,1,['Wild Strawberries'],4.00,4.33,-0.33
YngveNordwall,1,['Wild Strawberries'],4.00,4.33,-0.33
PerSjöstrand,1,['Wild Strawberries'],4.00,4.33,-0.33
GioPetré,1,['Wild Strawberries'],4.00,4.33,-0.33
GunnelLindblom,1,['Wild Strawberries'],4.00,4.33,-0.33
MaudHansson,1,['Wild Strawberries'],4.00,4.33,-0.33
Ann-MarieWiman,1,['Wild Strawberries'],4.00,4.33,-0.33
GeorgeMacKay,4,"['Captain Fantastic', '1917', 'Munich – The Edge of War', 'Pride']",3.38,3.90,-0.52
SamanthaIsler,1,['Captain Fantastic'],4.00,3.95,0.05
AnnaliseBasso,2,"['Captain Fantastic', 'The Life of Chuck']",3.25,3.81,-0.56
NicholasHamilton,1,['Captain Fantastic'],4.00,3.95,0.05
ShreeCrooks,2,"['Captain Fantastic', 'The Glass Castle']",2.75,3.65,-0.90
CharlieShotwell,1,['Captain Fantastic'],4.00,3.95,0.05
TrinMiller,1,['Captain Fantastic'],4.00,3.95,0.05
FrankLangella,1,['Captain Fantastic'],4.00,3.95,0.05
AnnDowd,2,"['Captain Fantastic', 'Hereditary']",3.75,3.94,-0.19
KathrynHahn,5,"['Captain Fantastic', 'Private Life', 'Spider-Man: Into the Spider-Verse', 'The Secret Life of Walter Mitty', 'Glass Onion']",3.50,3.87,-0.37
ElijahStevenson,1,['Captain Fantastic'],4.00,3.95,0.05
TeddyVanEe,1,['Captain Fantastic'],4.00,3.95,0.05
ErinMoriarty,1,['Captain Fantastic'],4.00,3.95,0.05
GalenOsier,1,['Captain Fantastic'],4.00,3.95,0.05
HannahHorton,1,['Captain Fantastic'],4.00,3.95,0.05
RexYoung,1,['Captain Fantastic'],4.00,3.95,0.05
ThomasBrophy,1,['Captain Fantastic'],4.00,3.95,0.05
RachelMcAdams,4,"['Doctor Strange', 'Spotlight', 'Game Night', ""Are You There God? It's Me, Margaret.""]",3.62,3.71,-0.09
MichaelStuhlbarg,4,"['Doctor Strange', 'The Shape of Water', 'Arrival', 'Call Me by Your Name']",3.75,3.78,-0.03
BenjaminBratt,2,"['Doctor Strange', 'Snitch']",3.00,3.08,-0.08
ScottAdkins,3,"['Doctor Strange', 'Zero Dark Thirty', 'John Wick: Chapter 4']",3.17,3.69,-0.52
ZaraPhythian,1,['Doctor Strange'],3.50,3.48,0.02
AlaaSafi,1,['Doctor Strange'],3.50,3.48,0.02
KatrinaDurden,1,['Doctor Strange'],3.50,3.48,0.02
TopoWresniwiro,1,['Doctor Strange'],3.50,3.48,0.02
UmitUlgen,1,['Doctor Strange'],3.50,3.48,0.02
LindaLouiseDuan,1,['Doctor Strange'],3.50,3.48,0.02
MarkAnthonyBrighton,1,['Doctor Strange'],3.50,3.48,0.02
MeeraSyal,1,['Doctor Strange'],3.50,3.48,0.02
AmyLandecker,1,['Doctor Strange'],3.50,3.48,0.02
AdamPelta-Pauls,1,['Doctor Strange'],3.50,3.48,0.02
SarahMalin,1,['Doctor Strange'],3.50,3.48,0.02
BillClinton,3,"['Before the Flood', '13th', 'Fahrenheit 9/11']",3.67,3.88,-0.21
JohnKerry,1,['Before the Flood'],3.50,3.72,-0.22
BarackObama,3,"['Before the Flood', 'Citizenfour', '13th']",3.83,4.01,-0.17
ElonMusk,2,"['Before the Flood', 'Lo and Behold: Reveries of the Connected World']",3.25,3.62,-0.37
PopeFrancis,1,['Before the Flood'],3.50,3.72,-0.22
BanKi-moon,1,['Before the Flood'],3.50,3.72,-0.22
AlejandroGonzálezIñárritu,1,['Before the Flood'],3.50,3.72,-0.22
MichaelBrune,1,['Before the Flood'],3.50,3.72,-0.22
MarcMageau,1,['Before the Flood'],3.50,3.72,-0.22
EnricSala,1,['Before the Flood'],3.50,3.72,-0.22
JakeAwa,1,['Before the Flood'],3.50,3.72,-0.22
OprahWinfrey,1,['Before the Flood'],3.50,3.72,-0.22
JasonE.Box,1,['Before the Flood'],3.50,3.72,-0.22
PhilipLevine,1,['Before the Flood'],3.50,3.72,-0.22
MichaelE.Mann,1,['Before the Flood'],3.50,3.72,-0.22
DonaldTrump,2,"['Before the Flood', '13th']",3.75,4.01,-0.26
JamesInhofe,1,['Before the Flood'],3.50,3.72,-0.22
MarcoRubio,1,['Before the Flood'],3.50,3.72,-0.22
MaJun,1,['Before the Flood'],3.50,3.72,-0.22
LawrenceKrauss,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
WernerHerzog,2,"['Lo and Behold: Reveries of the Connected World', 'Grizzly Man']",3.25,3.82,-0.57
LucianneWalkowicz,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
LeonardKleinrock,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
TedNelson,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
BobKahn,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
DannyHillis,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
AdrienTreuille,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
RajRajkumar,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
JoydeepBiswas,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
LesliCatsouras,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
ChristosCatsouras,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
ChristinaCatsouras,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
DanielleCatsouras,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
KiraCatsouras,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
FelixJamesLockman,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
JenniferWood,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
DianeSchou,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
JayLocman,1,['Lo and Behold: Reveries of the Connected World'],3.00,3.51,-0.51
GlennGreenwald,1,['Citizenfour'],4.00,3.99,0.01
LauraPoitras,1,['Citizenfour'],4.00,3.99,0.01
WilliamBinney,1,['Citizenfour'],4.00,3.99,0.01
JacobAppelbaum,1,['Citizenfour'],4.00,3.99,0.01
JulianAssange,1,['Citizenfour'],4.00,3.99,0.01
JeremyScahill,1,['Citizenfour'],4.00,3.99,0.01
KevinBankston,1,['Citizenfour'],4.00,3.99,0.01
EwenMacAskill,1,['Citizenfour'],4.00,3.99,0.01
LindsayMills,1,['Citizenfour'],4.00,3.99,0.01
PaulDano,7,"['12 Years a Slave', 'There Will Be Blood', 'Okja', 'Prisoners', 'Dumb Money', 'Swiss Army Man', 'Little Miss Sunshine']",3.86,3.97,-0.12
AdeperoOduye,2,"['12 Years a Slave', 'The Big Short']",3.50,4.00,-0.50
MichaelKennethWilliams,5,"['12 Years a Slave', ""Assassin's Creed"", 'Snitch', 'The Road', 'When They See Us']",3.10,3.42,-0.32
AlfreWoodard,1,['12 Years a Slave'],4.00,4.16,-0.16
ChrisChalk,1,['12 Years a Slave'],4.00,4.16,-0.16
TaranKillam,1,['12 Years a Slave'],4.00,4.16,-0.16
KelseyScott,1,['12 Years a Slave'],4.00,4.16,-0.16
BryanBatt,1,['12 Years a Slave'],4.00,4.16,-0.16
QuvenzhanéWallis,1,['12 Years a Slave'],4.00,4.16,-0.16
GarretDillahunt,3,"['12 Years a Slave', 'No Country for Old Men', 'The Road']",3.83,4.04,-0.21
DwightHenry,1,['12 Years a Slave'],4.00,4.16,-0.16
CharlesS.Dutton,2,"['Bad Ass', 'Alien³']",2.50,2.68,-0.18
PatrickFabian,1,['Bad Ass'],2.00,2.55,-0.55
JoyfulDrake,1,['Bad Ass'],2.00,2.55,-0.55
JohnDuffy,1,['Bad Ass'],2.00,2.55,-0.55
HarrisonPage,1,['Bad Ass'],2.00,2.55,-0.55
RichardRiehle,4,"['Bad Ass', 'Fear and Loathing in Las Vegas', 'Office Space', 'Glory']",3.12,3.46,-0.33
WinterAveZoli,1,['Bad Ass'],2.00,2.55,-0.55
TonitaCastro,1,['Bad Ass'],2.00,2.55,-0.55
AndyDavoli,1,['Bad Ass'],2.00,2.55,-0.55
PatriciaDeLeon,1,['Bad Ass'],2.00,2.55,-0.55
FrankMaharajh,1,['Bad Ass'],2.00,2.55,-0.55
JillianMurray,1,['Bad Ass'],2.00,2.55,-0.55
ShalimOrtiz,1,['Bad Ass'],2.00,2.55,-0.55
CraigSheffer,1,['Bad Ass'],2.00,2.55,-0.55
ChrisSpencer,1,['Bad Ass'],2.00,2.55,-0.55
JessicaLee,1,['Bad Ass'],2.00,2.55,-0.55
JohnDixon,1,['Bad Ass'],2.00,2.55,-0.55
KevinPatrickBurke,1,['Bad Ass'],2.00,2.55,-0.55
SandraHüller,5,"['Toni Erdmann', 'Munich – The Edge of War', ""I'm Your Man"", 'Anatomy of a Fall', 'The Zone of Interest']",3.40,3.77,-0.37
PeterSimonischek,1,['Toni Erdmann'],4.00,3.96,0.04
MichaelWittenborn,1,['Toni Erdmann'],4.00,3.96,0.04
ThomasLoibl,1,['Toni Erdmann'],4.00,3.96,0.04
TrystanPütter,1,['Toni Erdmann'],4.00,3.96,0.04
IngridBisu,1,['Toni Erdmann'],4.00,3.96,0.04
HadewychMinis,1,['Toni Erdmann'],4.00,3.96,0.04
LucyRussell,1,['Toni Erdmann'],4.00,3.96,0.04
VictoriaCociaș,1,['Toni Erdmann'],4.00,3.96,0.04
AlexandruPapadopol,1,['Toni Erdmann'],4.00,3.96,0.04
VictoriaMalektorovych,1,['Toni Erdmann'],4.00,3.96,0.04
IngridBurkhard,1,['Toni Erdmann'],4.00,3.96,0.04
JürgLöw,1,['Toni Erdmann'],4.00,3.96,0.04
RuthReinecke,1,['Toni Erdmann'],4.00,3.96,0.04
NicolasWackerbarth,1,['Toni Erdmann'],4.00,3.96,0.04
MihaiManolache,1,['Toni Erdmann'],4.00,3.96,0.04
RaduBânzaru,1,['Toni Erdmann'],4.00,3.96,0.04
NielsBormann,1,['Toni Erdmann'],4.00,3.96,0.04
RaduDumitrache,1,['Toni Erdmann'],4.00,3.96,0.04
KlaraHöfels,1,['Toni Erdmann'],4.00,3.96,0.04
AndreyDementyev,1,['Hardcore Henry'],1.50,3.23,-1.73
SharltoCopley,2,"['Hardcore Henry', 'District 9']",2.50,3.52,-1.02
DanilaKozlovsky,1,['Hardcore Henry'],1.50,3.23,-1.73
HaleyBennett,1,['Hardcore Henry'],1.50,3.23,-1.73
SvetlanaUstinova,1,['Hardcore Henry'],1.50,3.23,-1.73
DashaCharusha,1,['Hardcore Henry'],1.50,3.23,-1.73
OlegPoddubnyy,1,['Hardcore Henry'],1.50,3.23,-1.73
JackHahn,1,['Hardcore Henry'],1.50,3.23,-1.73
CyrusArnold,1,['Hardcore Henry'],1.50,3.23,-1.73
JakeKarlen,1,['Hardcore Henry'],1.50,3.23,-1.73
WillStewart,1,['Hardcore Henry'],1.50,3.23,-1.73
IlyaNaishuller,1,['Hardcore Henry'],1.50,3.23,-1.73
MartinCooke,1,['Hardcore Henry'],1.50,3.23,-1.73
SergeyChekrygin,1,['Hardcore Henry'],1.50,3.23,-1.73
VladimirLukyanchikov,1,['Hardcore Henry'],1.50,3.23,-1.73
AndreyBerezkin,1,['Hardcore Henry'],1.50,3.23,-1.73
ProkhorZikora,1,['Hardcore Henry'],1.50,3.23,-1.73
RavshanaKurkova,1,['Hardcore Henry'],1.50,3.23,-1.73
VasiliyBobylev,1,['Hardcore Henry'],1.50,3.23,-1.73
DavidHuddleston,1,['The Big Lebowski'],4.00,4.11,-0.11
TaraReid,1,['The Big Lebowski'],4.00,4.11,-0.11
PhilipMoon,1,['The Big Lebowski'],4.00,4.11,-0.11
MarkPellegrino,2,"['The Big Lebowski', 'Mulholland Drive']",4.00,4.19,-0.19
PeterStormare,4,"['The Big Lebowski', 'John Wick: Chapter 2', 'Dancer in the Dark', 'Fargo']",4.12,4.05,0.08
TorstenVoges,1,['The Big Lebowski'],4.00,4.11,-0.11
JimmieDaleGilmore,1,['The Big Lebowski'],4.00,4.11,-0.11
JackKehler,1,['The Big Lebowski'],4.00,4.11,-0.11
JohnTurturro,4,"['The Big Lebowski', 'O Brother, Where Art Thou?', 'Jungle Fever', ""Mo' Better Blues""]",3.38,3.82,-0.45
JamesG.Hoosier,1,['The Big Lebowski'],4.00,4.11,-0.11
CarlosLeon,1,['The Big Lebowski'],4.00,4.11,-0.11
TerrenceBurton,1,['The Big Lebowski'],4.00,4.11,-0.11
RichardGant,1,['The Big Lebowski'],4.00,4.11,-0.11
ChristianClemenson,1,['The Big Lebowski'],4.00,4.11,-0.11
ChoiMin-sik,2,"['Oldboy', 'Lucy']",3.00,3.60,-0.60
YooJi-tae,1,['Oldboy'],4.50,4.37,0.13
KangHye-jung,1,['Oldboy'],4.50,4.37,0.13
KimByeong-ok,1,['Oldboy'],4.50,4.37,0.13
JiDae-han,1,['Oldboy'],4.50,4.37,0.13
OhDal-su,2,"['Oldboy', 'The Host']",4.25,4.06,0.19
LeeSeung-shin,1,['Oldboy'],4.50,4.37,0.13
YoonJin-seo,1,['Oldboy'],4.50,4.37,0.13
OhTae-kyung,1,['Oldboy'],4.50,4.37,0.13
YooYeon-seok,1,['Oldboy'],4.50,4.37,0.13
YouIl-han,1,['Oldboy'],4.50,4.37,0.13
LeeYoung-hee,1,['Oldboy'],4.50,4.37,0.13
KimYoung-ae,1,['Oldboy'],4.50,4.37,0.13
LeeMi-mi,1,['Oldboy'],4.50,4.37,0.13
HanJae-duk,1,['Oldboy'],4.50,4.37,0.13
KwakJung-ae,1,['Oldboy'],4.50,4.37,0.13
KimSan,1,['Oldboy'],4.50,4.37,0.13
JangChae-soo,1,['Oldboy'],4.50,4.37,0.13
ImSeol-a,1,['Oldboy'],4.50,4.37,0.13
SydLim,1,['Oldboy'],4.50,4.37,0.13
BeckyFischer,1,['Jesus Camp'],3.00,3.66,-0.66
MikePapantonio,1,['Jesus Camp'],3.00,3.66,-0.66
TedHaggard,1,['Jesus Camp'],3.00,3.66,-0.66
LouEngle,1,['Jesus Camp'],3.00,3.66,-0.66
EddieRedmayne,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
KatherineWaterston,2,"['Fantastic Beasts and Where to Find Them', 'Alien: Covenant']",2.50,3.13,-0.63
DanFogler,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
AlisonSudol,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
ColinFarrell,5,"['Fantastic Beasts and Where to Find Them', 'The Lobster', 'Thirteen Lives', 'The Banshees of Inisherin', 'In Bruges']",3.30,3.79,-0.49
JonVoight,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
ZoëKravitz,2,"['Fantastic Beasts and Where to Find Them', 'Spider-Man: Into the Spider-Verse']",3.00,3.79,-0.79
EzraMiller,2,"['Fantastic Beasts and Where to Find Them', 'We Need to Talk About Kevin']",3.25,3.49,-0.24
SamanthaMorton,2,"['Fantastic Beasts and Where to Find Them', 'Synecdoche, New York']",2.75,3.67,-0.92
CarmenEjogo,3,"['Fantastic Beasts and Where to Find Them', 'It Comes at Night', 'Alien: Covenant']",3.00,3.13,-0.13
JoshCowdery,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
RonanRaftery,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
FaithWood-Blagrove,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
JennMurray,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
GemmaChan,3,"['Fantastic Beasts and Where to Find Them', 'Crazy Rich Asians', 'Raya and the Last Dragon']",3.00,3.30,-0.30
PeterBreitmayer,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
KevinGuthrie,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
SeanCronin,1,['Fantastic Beasts and Where to Find Them'],2.00,3.18,-1.18
BoBurnham,2,"['Bo Burnham: Make Happy', 'Promising Young Woman']",3.50,3.94,-0.44
LoreneScafaria,1,['Bo Burnham: Make Happy'],3.50,4.21,-0.71
KeirDullea,1,['2001: A Space Odyssey'],5.00,4.25,0.75
GaryLockwood,1,['2001: A Space Odyssey'],5.00,4.25,0.75
WilliamSylvester,1,['2001: A Space Odyssey'],5.00,4.25,0.75
DouglasRain,1,['2001: A Space Odyssey'],5.00,4.25,0.75
DanielRichter,1,['2001: A Space Odyssey'],5.00,4.25,0.75
LeonardRossiter,2,"['2001: A Space Odyssey', 'Barry Lyndon']",4.75,4.33,0.42
MargaretTyzack,1,['2001: A Space Odyssey'],5.00,4.25,0.75
RobertBeatty,1,['2001: A Space Odyssey'],5.00,4.25,0.75
SeanSullivan,1,['2001: A Space Odyssey'],5.00,4.25,0.75
FrankW.Miller,1,['2001: A Space Odyssey'],5.00,4.25,0.75
BillWeston,1,['2001: A Space Odyssey'],5.00,4.25,0.75
EdBishop,1,['2001: A Space Odyssey'],5.00,4.25,0.75
GlennBeck,2,"['2001: A Space Odyssey', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb']",4.75,4.28,0.47
AlanGifford,1,['2001: A Space Odyssey'],5.00,4.25,0.75
AnnGillis,1,['2001: A Space Odyssey'],5.00,4.25,0.75
EdwinaCarroll,1,['2001: A Space Odyssey'],5.00,4.25,0.75
PennyBrahms,1,['2001: A Space Odyssey'],5.00,4.25,0.75
HeatherDownham,1,['2001: A Space Odyssey'],5.00,4.25,0.75
MikeLovell,1,['2001: A Space Odyssey'],5.00,4.25,0.75
JohnAshley,1,['2001: A Space Odyssey'],5.00,4.25,0.75
MichaelLeeGogin,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
LarryCedar,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
BrianLeBaron,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
MichaelWarwick,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
CraigBierko,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
TydeKierney,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
MarkHarmon,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
TimThomerson,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
RansomGates,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
FrankRomano,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
GilBoccaccio,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
GaryBruno,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
RichardPortnow,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
DebbieReynolds,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
SteveSchirripa,1,['Fear and Loathing in Las Vegas'],4.00,3.77,0.23
J.K.Simmons,7,"['Whiplash', 'Patriots Day', 'La La Land', 'Thank You for Smoking', 'Spider-Man: No Way Home', 'Juror #2', 'Palm Springs']",3.43,3.81,-0.38
PaulReiser,2,"['Whiplash', 'Aliens']",3.75,4.27,-0.52
MelissaBenoist,2,"['Whiplash', 'Patriots Day']",3.00,3.96,-0.96
NateLang,1,['Whiplash'],4.00,4.42,-0.42
DamonGupton,1,['Whiplash'],4.00,4.42,-0.42
SuanneSpoke,1,['Whiplash'],4.00,4.42,-0.42
MaxKasch,1,['Whiplash'],4.00,4.42,-0.42
CharlieIan,1,['Whiplash'],4.00,4.42,-0.42
JaysonBlair,1,['Whiplash'],4.00,4.42,-0.42
KofiSiriboe,1,['Whiplash'],4.00,4.42,-0.42
KavitaPatil,1,['Whiplash'],4.00,4.42,-0.42
C.J.Vana,1,['Whiplash'],4.00,4.42,-0.42
TarikLowe,1,['Whiplash'],4.00,4.42,-0.42
TylerKimball,1,['Whiplash'],4.00,4.42,-0.42
RogelioDouglasJr.,1,['Whiplash'],4.00,4.42,-0.42
AdrianBurks,1,['Whiplash'],4.00,4.42,-0.42
CalvinC.Winbush,1,['Whiplash'],4.00,4.42,-0.42
DiegoLuna,1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
DonnieYen,2,"['Rogue One: A Star Wars Story', 'John Wick: Chapter 4']",3.50,3.85,-0.35
JiangWen,1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
GuyHenry,1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
ForestWhitaker,3,"['Rogue One: A Star Wars Story', 'Arrival', 'Black Panther']",3.83,3.88,-0.05
JimmySmits,1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
"""GenevieveOReilly""",1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
BenDaniels,1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
PaulKasey,1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
StephenStanton,1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
IanMcElhinney,1,['Rogue One: A Star Wars Story'],3.50,3.81,-0.31
FaresFares,2,"['Rogue One: A Star Wars Story', 'Chernobyl']",4.00,4.21,-0.21
SharonDuncan-Brewster,2,"['Rogue One: A Star Wars Story', 'Dune']",3.75,3.85,-0.10
DavidFarrier,1,['Tickled'],4.00,3.75,0.25
DylanReeve,1,['Tickled'],4.00,3.75,0.25
DavidStarr,1,['Tickled'],4.00,3.75,0.25
HalKarp,1,['Tickled'],4.00,3.75,0.25
MarkoRealmonte,1,['Tickled'],4.00,3.75,0.25
KevinClarke,1,['Tickled'],4.00,3.75,0.25
T.J.Gretzner,1,['Tickled'],4.00,3.75,0.25
RichardIvey,1,['Tickled'],4.00,3.75,0.25
DebbieScoblionkov,1,['Tickled'],4.00,3.75,0.25
JordanSchillaci,1,['Tickled'],4.00,3.75,0.25
"""DavidDAmato""",1,['Tickled'],4.00,3.75,0.25
RomeoSalta,1,['Tickled'],4.00,3.75,0.25
JelaniCobb,1,['13th'],4.00,4.31,-0.31
AngelaDavis,1,['13th'],4.00,4.31,-0.31
HenryLouisGates,1,['13th'],4.00,4.31,-0.31
MichelleAlexander,1,['13th'],4.00,4.31,-0.31
CoryBooker,1,['13th'],4.00,4.31,-0.31
MarieGottschalk,1,['13th'],4.00,4.31,-0.31
MichaelHough,1,['13th'],4.00,4.31,-0.31
GinaClayton,1,['13th'],4.00,4.31,-0.31
DavidKeene,1,['13th'],4.00,4.31,-0.31
JamesKilgore,1,['13th'],4.00,4.31,-0.31
BryanStevenson,1,['13th'],4.00,4.31,-0.31
NicholasTurner,1,['13th'],4.00,4.31,-0.31
JohnHagan,1,['13th'],4.00,4.31,-0.31
VanJones,1,['13th'],4.00,4.31,-0.31
JimmyCarter,1,['13th'],4.00,4.31,-0.31
GeorgeW.Bush,2,"['13th', 'Fahrenheit 9/11']",3.75,3.96,-0.21
JeremyIrons,3,"[""Assassin's Creed"", 'Die Hard With a Vengeance', 'Munich – The Edge of War']",3.00,3.04,-0.04
CharlotteRampling,6,"[""Assassin's Creed"", '45 Years', 'Dune', 'Benedetta', 'Melancholia', 'Dune: Part Two']",3.33,3.56,-0.23
ArianeLabed,4,"[""Assassin's Creed"", 'The Lobster', 'The Brutalist', 'Before Midnight']",3.50,3.42,0.08
JamesSobolKelly,1,"[""Assassin's Creed""]",2.50,2.01,0.49
DenisMénochet,3,"[""Assassin's Creed"", 'Inglourious Basterds', 'The French Dispatch of the Liberty, Kansas Evening Sun']",3.33,3.34,-0.01
CallumTurner,2,"[""Assassin's Creed"", 'Green Room']",3.25,2.82,0.43
KhalidAbdalla,1,"[""Assassin's Creed""]",2.50,2.01,0.49
